IDviis,FKey,VNr,Nr,voti,alter,tugiheli,korgus,tempo,takt,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,markusi,viis
2408,2372,1,,&,#f,g,,,24,2d,h,2c,a,2d,g,g,g,2c,a,h,a,g,h,2d,2d,,
2409,2373,1,,&,#f,g,,,48,2d,2d,2c,a,2d,2c[2d],h,h,h,h,a,a,g,h,2d,2d,,
2410,2374,1,,&,bh,f,,,24,2c,2c,2c,a,a,g,g,g,h,h,h,e,g,f,f,f,,
2411,2375,1,,&,#f,g,,,24,h,a\h,2c,a,a,f,f,f,2c,h\2c,2d,h,h,g,g,g,,
2412,2376,1,,&,#f,g,,,24,2d,h,2d,2d,2c,a,2c,2c,h,g,h,h,a,f,g,g,,
2413,2377,1,,&,#f,g,,,24,2d,h,2d,2d,2c,a,2c,2c,h,g,h,h,a,f,g,g,,
2414,2378,1,,&,bh,f,,,44,a,2c,a,2c,h,a,g,e,g,h,g,h,a,f,f,f,,
2415,2379,1,,&,bh,f,,,44,a,2c,a,2c,h,a,g,e,g,h,g,h,a,f,f,f,,
2416,2380,1,,&,bh,f,,,44,a,2c,a,2c,h,a,g,e,g,h,g,h,a,f,f,f,,
2417,2381,1,,&,#f,g,,,44,g,h,2d,h,2d,h,g,2d,2c,a,f,f,g,g,g,g,,
2418,2382,1,,&,#f,g,,,44,g,h,2d,h,2d,h,g,2d,2c,a,f,f,g,g,g,g,,
2419,2383,1,,&,bh,f,,,24,a,a\h,2c,a,2c,a,g,f,g[e],a[g],h[a],g,f,f,f,f,,
2420,2384,1,,&,#f,g,,,24,g,h,2d[2d\2c],2d,h,g,2c\h,2c[2c\h],a,f\a,h,h,g,g,g,g,,
2421,2385,1,,&,,c,,,24,g,g,a,g,g,e,d,e,f,e,f,d,1h,c,c,c,,
2422,2386,1,,&,bh,f,,,44,a,a,f,f,g,g,e,g,2c,2c,h\a,g,f,f,f,f,,
2423,2387,1,,&,bh;be,b,,,34,g,g,g,f,e,c,c,c,f,f,f,e,c,1h,1h,1h,,
2424,2388,1,,&,bh,f,,,24,h,h,2d,2d,2c,a\h,2c,2c,a,g\a,h,g,f,f,f,f,,
2425,2389,1,,&,bh,f,,,24,2c,a,2c,a,2c,h,g,h,2d,2c,h,a,a[g],g[f],f,f,,
2426,2390,1,,&,#f;#c,d,,,44,a,g,f,d,h[a],g,g,e[d],a,g,f,e[d],d,d,d,d,,
2427,2391,1,,&,#f,g,,,24,2d,h,h,g,h,a,a,a,2e,2c,2c,a,2c,g,g,g,,
2428,2392,1,,&,#f,g,,,24,2d,2d,2e,2d,2d,2c,a,a,2c,2c,2d,2c,a,g,g,g,,
2429,2393,1,,&,#f,g,,,24,2d,h,2c,2e,2c,a,g,g,a,a,2c,2d[h],2d[h],g[h],g[h],g[h],,
2430,2394,1,,&,bh;be;ba,be,,,24,h,2c,h,a,g,f,e,g,a,h,a,f,f,e,e,e,,
2431,2395,1,,&,#f,g,,M,24,a,a,2e,2e,2d,2d,h,g,a,a,2d,2d,h,a,a,a,,
2432,2396,1,,&,,a,,,24,2d,2d,2e,2e,2d,2d,h,g,2c,2c,a,2c,h,h,a,a,,
2433,2397,1,,&,,a,,,24,2d,2d,2e,2e,2d,2d,h,g,2c,2c,a,2c,h,h,a,a,,
2434,2398,1,,&,bh,f,,,,2c,2c,a,a,h,g,g,f,g,g,h,2d,2c,a,a,a,,
2435,2399,1,,&,,c,,,24,2e,2d,2c,h,2c,a,g,g,2c,h,2c,a,2d,2c,h,h,,
2436,2399,2,,&,,c,,,24,2e,2d,2c,h,2c,a,g,g,2c,g,2e,2d,2c,h,2c,2c,,
2437,2400,1,,&,,c,,,24,2e,2d,2c,h,2c,a,g,g,2c,h,2c,a,2d,2c,h,h,,
2438,2400,2,,&,,c,,,24,2e,2d,2c,h,2c,a,g,g,2c,g,2e,2d,2c,h,2c,2c,,
2439,2401,1,,&,,c,,,24,2e,2d,2c,h,2c,a,g,g,2c,h,2c,a,2d,2c,h,h,,
2440,2401,2,,&,,c,,,24,2e,2d,2c,h,2c,a,g,g,2c,g,2e,2d,2c,h,2c,2c,,
2441,2402,1,,&,,c,,,24,2e,2d,2c,h,2c,a,g,g,2c,h,2c,a,2d,2c,h,h,,
2442,2402,2,,&,,c,,,24,2e,2d,2c,h,2c,a,g,g,2c,g,2e,2d,2c,h,2c,2c,,
2443,2403,1,,&,#f,g,,,24,2d,2e,2d,h,h,g,g,g,a,h,a,a,a,g,h,h,,
2444,2404,1,,&,,c,,,24,g,e,a,e,g,f,d,c,g,d,d,c,g,e,e,e,,
2445,2405,1,,&,bh,f,,,44,2d,2d,2c,a,h,g,f,g,a,a,h,g,2c,2c,a,2c,,
2446,2406,1,,&,#f,g,,,24,2d,h,h,g,2c,a,a,f,a,a,2c[a\h][h],2e[2c\2e],2d,h,h,g,,
2447,2406,2,,&,#f,g,,,24,2d,h,h,g,h,a,a,f,g,g,a\h[h],2c\2e[2e],2d,h,h,g,,
2448,2407,1,,&,#f,g,,,44,2c,2c,2e,2c,2c,a,g,2d,2d,h,a,f,g,g,g,g,,
2449,2408,1,,&,#f,g,,,24,g,h,2d,2e,2d,h,g,h,2d,2c,a,f,2c,h,g,g,,
2450,2409,1,,&,#f,g,,,44,2d,h,g,g,h,a,2d,2c,2c,a,a,e,a,g,2e,2d,,
2451,2410,1,,&,bh,f,,,24,2c,h\2c,2d,2c,2c,h,a,f,h,g,g,f\a,2c,2c,2c,2c,,
2452,2411,1,,&,#f,g,,,24,2d,2e,2d,h,2c,a,a,a,2c,2d,2c,a,2d,h,h,h,,
2453,2412,1,,&,bh,a;f,,,44,2c,2d,2c,h,a,g,a,h,2c,2d,2c,h,a,g,a,a,,
2454,2413,1,,&,bh,a;f,,,44,2c,2d,2c,h,a,g,a,h,2c,2d,2c,h,a,g,a,a,,
2455,2414,1,,&,bh,f,,,44,2d,2c,h,a,g[2c],g[2c],g[2c],g[2c],2c,h,a,g,a[2c],a[2c],a[2c],a[2c],,
2456,2415,1,,&,#f,g,,,24,2d,2e,2d,h,2c,a,a,a,2c,2d,2c,a,2d,h,h,h,,
2457,2416,1,,&,,c,,,24,e,f,g,a,g,f,e,d,g,f,e,d,f,e,e,e,,
2458,2417,1,,&,bh;be,bh,,,,h,a,h,f,g,f,d,1h\d,f,e\d,c,2h\c,d,c\1f,1h,1h,,
2459,2418,1,,&,#f,g,,,48,2d,2d\2c,h,a,h,a,h,g,2d,2d\2c,h,a,g,g,g,g,,
2460,2419,1,,&,,c,,,24,2c,a,a,g,g,f,e,g,g,f,f,d,d,c,c,c,,
2461,2419,2,,&,,c,,,24,2c,a,a,g,g,e,e,g,f,d,d,f,e,c,c,c,,
2462,2420,1,,&,,c,,,24,g,2c,h,a,a[g],g[a],g,e,a,g,f,d,g,g[e],f[e],e,,
2463,2421,1,,&,,c,,,24,2c,a,g,g,g,e,g,g,f[f\e],d,f,f,d,c,g,g,,
2464,2422,1,,&,,c,,,24,2c,a,g,g,g,e,g,g,f[f\e],d,f,f,d,c,g,g,,
2465,2423,1,,&,bh,f,,,24,2c,2c,2f,2f,2e,2e,g,a,h,h,2d,2d,2c,2c,a,h,,
2466,2424,1,,&,bh,f,,,24,2c,2c,2f,2f,2e,2e,g,a,h,h,2d,2d,2c,2c,a,h,,
2467,2425,1,,&,,c,,,24,g,e,2c,a,g,e,e,e,f,d,d,d,g,e,e,e,,
2468,2426,1,,&,#f,g,,,24,2d,h,2d,a,a,f,g,e,a,f,g,h,a,f,f,f,,
2469,2427,1,,&,#f;#c;#g,a,,,24,a,f,a,f,e,c,c,c,e,c,d,e,e,c,c,c,,
2470,2428,1,,&,#f;#c;#g,a,,,24,a,f,a,f,e,c,c,c,e,c,d,e,e,c,c,c,,
2471,2429,1,,&,,a,,,44,a,2c,a,2c,h,a,g,e[a],a,2c,a,2c,h,a,a,a,,
2472,2429,2,,&,bh,f,,,44,a,2c,a,2c,h,a,g,e,a,2c,a,2c,h,a[f],f,f,,
2473,2430,1,,&,,c,,,24,a[e][g],a[e][g],2c,2c,e,e,2c,2c,g,g,2c,2c,g,g,e,e,,
2474,2431,1,,&,,c,,,24,a[e][g],a[e][g],2c,2c,e,e,2c,2c,g,g,2c,2c,g,g,e,e,,
2475,2432,1,,&,,c,,,24,a[e][g],a[e][g],2c,2c,e,e,2c,2c,g,g,2c,2c,g,g,e,e,,
2476,2433,1,,&,,a,,,44,a,g,2d,2d,2d,2c,2e,2d,2c,a,g,a\h,2c,a,a,a,,
2477,2434,1,,&,bh,d,,,,a,f,a,a,g,e,#c,#c,g,e,g,g,f,#c,d,d,,
2478,2435,1,,&,#f;#c;#g,a,,,24,a,2c,2c,a,a,g\a,h,h,h[2c],2d[2c\2d][2e],2d,h,h,a[g],a,a,,
2479,2436,1,,&,,a,,,24,2e,2e,2c,a,2c,2c,a,a,2d,2d,h,g[a],2c,2c,a,a,,
2480,2436,2,,&,,a,,,24,2e,2e,2c,a,2c,2c,a,a,2e,2e,2c,h,a,a,a,a,,
2481,2437,1,,&,bh,f,,,98,2d,2c,2c,a,h,g,2d,h,h,a,h,g,f,g,g,g,,
2482,2438,1,,&,,a;g,,,,a,2e,2c,2c,2c,2e,2c,h,2c,a,h,2d,2c,h,a,g,,
2483,2439,1,,&,#f,g,,,24,h,h,h,g,g,e,e,d,a,a,a,g,h,h,h,h,,
2484,2440,1,,&,bh;be,g,,,24,g,g,h,h,2d,2c,2c,h,2d,h,h,a,a,g,g,g,,
2485,2441,1,,&,,a,,,24,2e,2e,2d,h,2c,a,a,a,2e,2e,2d,h,2c,a,a,a,,
2486,2442,1,,&,bh;be,g,,,24,h,g,2d,2d,2c,h,a,2d,2c,h,a,2c[h],h[a],g,g,g[h],,
2487,2443,1,,&,bh;be,g,,,24,2d,2c,2c,h,2c,a,a,a,2d,h,h,a,g,g,g,g,,
2488,2444,1,,&,,a,,,44,2c,2d,2e,2e,2e,h[2d],2c,h[2c],2d,2c,2c,h,h,a,a,a,,
2489,2445,1,,&,#f,e,,,24,h,h,a,f,a,g,f,e,g,g,f,e,g,e,e,e,,
2490,2446,1,,&,,a,,,44,h,h,2e,2d,2c,h,2e,2e,2d,2e,h,2c,h,a,a,a,,
2491,2446,2,,&,,a,,,24-64,h,2e,2d,2c,h,2e,2e,2e,2d,2e,h,2c,h,h,a,a,,
2492,2447,1,,&,,a,,,44,h,h,2e,2d,2c,h,2e,2e,2d,2e,h,2c,h,a,a,a,,
2493,2447,2,,&,,a,,,24-64,h,2e,2d,2c,h,2e,2e,2e,2d,2e,h,2c,h,h,a,a,,
2494,2448,1,,&,bh,d,,,24,g,2d,2c,h,a,h,2d,2d,2c,2d,a,h,a,g,g,g,,
2495,2449,1,,&,bh;be;ba;bd,f,,,24,f,f,2c,a,h\2c,h\a,g,f,f,f,a,a,h\a,g\a,g,f,,
2496,2450,1,,&,bh,f,,,,a,h,2c,a,2d,2c,h,a,g,a,h,a,2c,h,a,g,,
2497,2451,1,,&,,a,,,24,a,a,a,g,(a)a,e,e,f,(g)a,g,f,e[e\f],d,d,d,d,Ümarsulgudes eellöögid,
2498,2452,1,,&,,a,,,24,a,a,2c,2c,2e,2e,2d,2d,2e,2e,2c,h,2c,a,a,a,,
2499,2453,1,,&,,a,,,24,a,a,2c,2e,2e,2d,h,h,2e,2e,2e,2d,2c,h,a,a,,
2500,2454,1,,&,,a,,,24,a,a,2c,2e,2e,2d,2e,h,2c,a,2c,2d,h[2d],a[h],a,a,,
2501,2455,1,,&,bh;be,g,,,44,h,2d,2d,h,2c,a,g,h,h,a\h,2c,g,h,g,g,a,,
2502,2456,1,,&,#f,e,,,24,g,h,h,a,h,g,g,e,a,a,g,g,a,f,f,f,,
2503,2457,1,,&,bh;be,g,,,44,g,g\a,h,2c,2d,2d,2d,2d,2c,2c\2d,2c,h,a,a,a,a,,
2504,2458,1,,&,bh,f,,,24,2c,f[a],a,f,e[c],g,g,a[g],h,g[e],g,e,f,a,a,h,,
2505,2459,1,,&,bh,f,,,24,2c,f[a],a,f,e[c],g,g,a[g],h,g[e],g,e,f,a,a,h,,
2506,2460,1,,&,#f,e;g,,,24,h,h,g,g,f,a,a,a,a,a,g[f],g[e],e,f,g,g,,
2507,2461,1,,&,#f,e;g,,,,g,h,g,f,e,g,h,h,a,a,g,f,e,f,g,g,,
2508,2462,1,,&,bh,d,,,44,d,f,a,h,a,g,a\g,f,g,a,g\f,e,f,e,d,d,,
2509,2463,1,,&,,a;c,,,24,d,a,a,h,2c,a,g,e,f,a,f,g,e,d,d,d,,
2510,2464,1,,&,bh;be,g,,,44,2d,2d,2f,2d[2e],2d[2e],2c[2d],2c[2d],a[h],h,h,2d,h,h,a,a,a,,
2511,2465,1,,&,bh;be,g,,,44,2d,2d,2f,2d[2e],2d[2e],2c[2d],2c[2d],a[h],h,h,2d,h,h,a,a,a,,
617,800,1,,&,#f,g,,,C,2d,h,h,g,h,2d,2d,2e,2c,a,a,f,a,2c,2c,2d,,800
618,801,1,,&,#f,g,,,C,2d,h,h,g,h,2d,2d,2e,2c,a,a,f,a,2c,2c,2d,,801
619,802,1,,&,#f,g,,,C,2d,h,h,g,h,2d,2d,2e,2c,a,a,f,a,2c,2c,2d,,802
620,803,1,,&,#f,g,,,C,2d,h,h,g,h,2d,2d,2e,2c,a,a,f,a,2c,2c,2d,,803
621,804,1,,&,#f,a;g,,,C,h,2d,2d,h,2c,a,h,a[2d],a,2c,2c[h],a,h[2c],a,a,a,,804
622,812,2,,&,,d,,,,d,d,f,a,a,g,f,e,a,g,e,f,d,d,d,d,[read 1; 2],
623,808,1,,&,#f,a;g,,,C,h,2d,2d,h,2c,a,h,a[2d],a,2c,2c[h],a,h[2c],a,a,a,,808
624,811,1,,&,be,c,,,,c,c,e,d,g,d,e,c,f,d,e,d,e,c,c,c,,
625,812,1,,&,,d,,,,d,f,a,a,g,f,e,e,a,a,g,e,f,d,d,d,[lauldud read 3; 4; 5; 6; 7; 8],
626,813,1,,&,,a,,,24,2e,2e,2d,2c,2e,2c,h,2c,2e,2e,2d,2c,h,h,a,a,,
627,814,1,,&,bh;be,g,,,C,a,a,2d,2c,2d,h,a,g\a,2d,2c,2d,h,a,g,g,g,,
628,815,1,,&,be,c,,,24,e,d,e,g,g,f,f,e,g,e,e,d,d,c,c,c,,815
224,396,1,,&,bh,f,,,24,f,f\a,h,a,2c,h[a],a,a,h,g,g[f],f,f,f,f,f,,396
225,397,1,,&,bh,f,,,24,f,f\a,h,a,2c,h[a],a,a,h,g,g[f],f,f,f,f,f,,397
226,398,1,,&,bh,f,,,24,f,f\a,h,a,2c,h[a],a,a,h,g,g[f],f,f,f,f,f,,398
227,399,1,,&,#f,g,,,,2d,2c,h,2c,2d,2c,h,h,2c,h,a,a,h,a,g,g,,
228,400,1,,&,#f;#c;#g;#d,e,,,,h,h,a,f\a,h,a,f,e,g,g,e[d],d,e,e,e,g[e],Reciteerides,
229,401,1,,&,#f,g,,,24,h,h,h,2c,2d,h,h,h,2c,a,a,a[f],h,g,g,g,,
230,402,1,,&,,c,,,24,g,g,d,d,e,e,f,f,e,e,d,1h[d],c,c,c,c,,
231,403,1,,&,bh,f,,,,a,2c,a,a\h,2c,h\a,g,g,a,2c,a,h\a,g,g\e,f,f,,
232,404,1,,&,bh,f,,,,a,2c,a,a\h,2c,h\a,g,g,a,2c,a,h\a,g,g\e,f,f,,
233,405,1,,&,bh,f,,,,a,2c,a,a\h,2c,h\a,g,g,a,2c,a,h\a,g,g\e,f,f,,
234,406,1,,&,,c,,1/4=80,,c,g,e,c,g,f,d,c,c,f,d,1h,f,d,c,c,,
235,407,1,,&,#f;#c,#f(d?),,Parajalt,24,a,g,h,a,a,f,f,f,a,g,g,e,g,f,f,f,,407
236,408,1,,&,#f,d;#f,,,24,a,g,h,a,a,f,f,f,a,g,g,e,g,f,f,f,,408
237,409,1,,&,#f,g,,,24,2d,2d,2e,2d,2d,2c,a,h,2c,2c,2d,2c,a,g,g,g,,
238,410,1,,&,,g,,,,2e,2c,2c,h,2c,a,a,g,2c,a,a,g,h,g,g,g,,
239,411,1,,&,#f,g,,1/4=100,,2d,h,2d,2d,h,a,a,2e,2d,h,2c,h,a,g,g,g[h],,
240,412,1,,&,#f;#g,#f,,,,f,f,h,g,a,f,f,f,g,e,e,e,g,f,f,f,,
241,413,1,,&,#f,g;h,,,24,2d,h,2d,2d,h,h,g,g,2e,2e,2e,2c,h,h,h,h,,
242,414,1,,&,#f,e;#f,,,24,g,e,g,g,g,e,d,d,e,e,h,h,h,a,f,f,,
243,415,1,,&,#f,g;h,,,24,2d,2d,h,2e,2d,2d,h,h,2c,a,a,2d,2c,2c,h,h,,
244,416,1,,&,#f,g;h,,,24,h,h\2c,2d,2d,2c,a,a,a,2e,2e,2d,2c,2d,h,h,h,,
245,417,1,,&,bh;be,bh,,,,2f,2g,2f,h,2d,2c,a,2c,2e,2f,2e,a,2c,h,a,h,,417
246,418,1,,&,bh,f,,,C,2c,2d,2c,f,a,g,e,g,h,2c,h,e,g,f,e,f,,
247,419,1,,&,,c,,,,c,e,g,g,a,d[e],f,e,c,c[e],e,d,f,1h,c,c,,
248,420,1,,&,,a;g,,,C,2c,2c,2e,2e,2d,h,h,h[2d],2c,a,a,2c,g[a],g[a],g[a],g[a],,420
249,421,1,,&,,a;g,,,C,2c,2c,2e,2e,2d,h,h,h[a],2c,a,a,2c,g[a],g[a],g[a],g[a],,421
250,422,1,,&,,a;g,,,C,2c,2c,h,2d,a,a,g,g,a,2c,h,h,a,a,g,g,,
251,423,1,,&,,c;g,,,24,2c,2e,2d,2c,2d,h,a,a,2c,2d,2c,h,2c,a,g,g,Var. 3. takt: c-h-2d-2c-h [viimased kolm trioolina].,
252,424,1,,&,#f,g,,,C,g,h,g,g,g,g,f,d,f,a,f,f,f,d,g,g,,
253,425,1,,&,#f;#c;#g,a,,,24,a,a,g,a,h,h,g,e,h,h,a,h,2c,a[h],a,a,,
254,426,1,,&,,c,,,24,2e,2c,2c,a,a,g,g,g,2d,h,2d,2e\2d,c,c,c,c,,
255,427,1,,&,#f,g,,1/4=100,,h,h,g,d,f[#f],f[g],e,d,2c,2c,a,f,h,h,g,g,,
256,428,1,,&,,c,,,,2c,g,2d,2d,2f,2e,h,2c,2c,2e,2d,2d/g,2c,2c,2c,2c,,
257,429,1,,&,#f,g,,,,h,h,g,g[e],e,g,h,a,2c,a,f,f,d[e],d[f],g,g,,
258,431,1,,&,#f,g,,Kindel tempo,24,h,h\2d,h,h,a,a\g,g,g,a,a\g,f,d,h,h,g,g[h],,
259,432,1,,&,#f;#c,d,,,24,2d,a,a,a,a,f,a[f],a[d],a[1a],f[1a],g[1a],f[1a],d,d,d,d,Viis muutub: 1.; 3.; 5. jne salmid (read) lauldakse ülemiste nootide järele; 2.; 4.; 6.; 8. salmid alumiste järele. [seega on see 4-realine viis. E.T.],
260,433,1,,&,bh,f;a,,,24,2d,2d,f,2d,2c,2c,2c,a,g,a\h[g\h],2d,2c,a,a,a,c,Tähele panna on siin: iga teise rea viimane silp =kau-ge-el-ta= laulis laulja mitte viisiga vaid lihrsalt ilma hääleta; nii et see viimane silp täiesti kaduma läheb. Vahest rääkis ta selle silbi küll välja; kuid ilma hääleta (kahinal).[..vt üldosa märkus],433
261,434,1,,&,bh,f;a,,,24,2d,2d,f,2d,2c,2c,2c,a,g,a\h[g\h],2d,2c,a,a,a,c,,434
262,435,1,,&,bh,f;a,,,24,2d,2d,f,2d,2c,2c,2c,a,g,a\h[g\h],2d,2c,a,a,a,c,,435
263,436,1,,&,bh,g,,,C,h,a,2d,2d,2c,h,a,g,a,g,2c,2c,h,a,g,g,,436
264,437,1,,&,bh,g,,,C,h,a,2d,2d,2c,bh,a,g,a,g,2c,2c,b,a,g,g,,437
265,438,1,,&,bh,g,,,C,h,a,2d,2d,2c,bh,a,g,a,g,2c,2c,b,a,g,g,,438
266,439,1,,&,bh,g,,,C,h,2d,2d,h,2c,bh,2d,2c,h,a,2c,h,a,g,g,g,,
267,440,1,,&,,a,,,44,a,a,2c,2c,2e,2e,2d,2c,2e,2e,2c,h,2c,a,a,a,,
268,441,1,,&,bh;be,g,,,24,h,a,2c,h,2d,2c,h,a,2d,2c,h,a,g,g,g,g,,
269,442,1,,&,,a,,,C,a,a,2e,2d,2c,h,a,a,a,a,2d,2c,h,h,a,a,[vt ka teist viisivarianti ja märkust selle juures. E. T.],
270,443,1,,&,bh;be,g,,,24,2d,h,2d,h,2c,a,f,a,2c,a,2c,h,a,g,g,g,,
271,444,1,,&,,c;d,,,24,g,g,a,f,f,d,d,f,g,e,c,c,c,d,d,d,,
272,445,1,,&,,c,,1/4=92,,c,e,g,g,f,g,f,d,c,e,f,f,d,e,d,c,,
273,446,1,,&,,c;d,,1/4=192,,e,c,g,g,e[f],g,f,d,e,c,f,e,d,f,e,d,,
274,447,1,,&,#f,g,e²=h,,24,2e,2e,2d,h,h[2c],a,f,g,h,h,g,f,h,a,f,g,Tütre lauldud viis[is 7. silpnoot on] fis. [kui fis on juba võtmes; mis see siis on? Kas ehk emal oli fis madalam? E.T.],
275,448,1,,&,,c,,,42,2e,2e,2e,2e,2f,2d,2d,2d,2c,2e,2f,2d,2d,2c,2c,2c,,
276,449,1,,&,#f,g,,,24,2c,h,a,h,2c,h,a,g,h,h,a,a,g,g,g,g,,
277,450,1,,&,#f;#c,d,,,24,a,f,e,g,f,d,d,d,e,e,g,e,f,d,d,d,,
278,451,1,,&,#f,g,,,34,g,h,2d,2e,2d,2c,2d,h,2d,2c,a,a,a,g,g,g,,
279,452,1,,&,#f,g,,,24,2e,2e,2d,h,h[2c],a,f,g,h,h,g,f,h,a,f,g,vt märkust pag 1266 [millise reaga millist viisi kasutati.],
280,453,1,,&,#f,g,,Kaunis ruttu,24,2d,2d,2d,h,h,g,g,g,h,h,h,a,h,g,g,g,,
281,454,1,,&,#f,g;a,,Vähe rutem kui a,24,2d,2d,2d,2d,2d,a,a,a,2c[e],2c,2c,2c,h,h[a],a,a,,
282,455,1,,&,,g;a,,,24,a,2d,2d,2c,2c,a,a,a,a,2c,2c,h,h,a[g],a[g],a[g],,
283,456,1,,&,,g,,Ruttu,24,h,h,2d,h,2e,g,g,g,a[#?f],a[#?f],2c,a,h,g,g,g,,
284,458,1,,&,#f,g,,,48,a,f,g,g,a,f,g,g,a,f,g,g,a,f,g,g,,
285,459,1,,&,,a,,,24,2c,2c,a,h,2c,2c,a,a,2c,2c,a,h,2c,2c,a,a,,
286,460,1,,&,#f;#c,d,,,24,f,a,a,f,g,e,e,d,g,f,e,f,g,f,e,d,,
287,461,1,,&,#f;#c,d,,,24,f,a,a,f,g,e,e,d,g,f,e,f,g,f,e,d,,
288,462,1,,&,#f,g,,1/8=156,48,g,a,g,h,2d,2c,h,a,2d,h,a,a,a,g,g,g,,
289,463,1,,&,#f,g,,,34,g,a,h,a,a,g,g,d,g,a,h,a,a,g,f,g,,
290,464,1,,&,#f,h,,,68,h,h,2e,2d,2d,h,h,h,h,a,a,a,2d,h,h,h,,
291,465,1,,&,#f,g,,1/8=168,28/48,2e,2d,2d,h[a],2e,2d,2d,2d,2d,2c,h,a,h[a],g,g,g,,
292,466,1,,&,#f,g,,,34,g,g,h,g,2d,2c,h,g,2c,h,a,d,h,a,g,g,,
293,467,1,,&,bh;be;ba;bd,ba,,,,2c,2d,2e,2c,2e,2d,2c,h,h,2c,2d,h,2d,2c,a,a,,
294,468,1,,&,,a,e²=fis,,24,2e,2d,2e,2c,a,g,2c,2e,2e,2c,2d,2c,h,a,a,a[a\2c][2c],Vaimutoon,
295,469,1,,&,bh,f,,,34,a,h,2c,h,a,g,g,a,h,a,a,g,g,f,f,f,,
296,470,1,,&,#f,g,,,,f,a,f,a,h,g,d,g,f,a,f,a,h,g,g,g,,
297,471,1,,&,,a,,,24,h,2c,2d,2c,2c,h,a,a,a,2c,2d\2c,h,h,h,a,a,,471
298,472,1,,&,,a,,,24,h,2c,2d,2c,2c,h,a,a,a,2c,2d\2c,h,h,h,a,a,,472
299,473,1,,&,#f,g,,,24,g,g,a,h,2c,h,a,h,2c,h,a,a[g],a,g,g,g,,
300,474,1,,&,,g,,,58-38,g,g,a,h,2c,h,h[a],a,h,h,a,g[a],a,g,g,g,,
301,475,1,,&,bh,f,,Pikalt,C,h,a,g,h,a,g,f,a,g,f,g,a,f,f,f,f,,475
302,476,1,,&,bh,f,,L,C,h,a,g,h,a,g,f,a,g,f,g,a,f,f,f,f,,476
303,477,1,,&,,g,,,24,g,g,2c,g,2c,a,g,g,2c,a,g,g,g,g,g,g,,
304,478,1,,&,#f,g,,,24,g,h,h,a,a,a,g,g,a,h,h,a,a,g,g,g,,
305,479,1,,&,#f,g,,,24,g,g,a,h,2c,h,h,g,a,2c,h,a,h,g,g,g,NB Viimane 1/8 venitades.,
306,480,1,,&,,d,,116,,d,g,g,f,e,d,d,d,d\f[d\e],f,f,e[d],e,d,d,d,Teistkorda lauldes 1. taktis fermaati pole; kolmandas taktis on eelviimane noot mi; mitte re.,
307,481,1,,&,bh,f,,,24,2c,a,a,2c,2c,a,a,g,2c,a,a,h,g,f,f,f,,
308,482,1,,&,,a,,,24,g,2d,2d,2c,2d\2c,h,2d,h,g,2d,2d,2c,2d,h,a,a,,
309,483,1,,&,,a;g,,,24,g,2d,2d,h,2d\2c,h\2c,2d,h,g,2d,2d,h,2c,a,a,a,,
310,484,1,,&,bh,d,,,24,a,a,f,a,g,f,e,g,g,e,d,f,d,d,d,d[e\f],,
311,485,1,,&,#f,g,,,24,2d,2d,h,g,a,a\h,g,h,2c,2c\h,h,g,a,a\f,g,g,,
312,486,1,,&,,c;e,,,24,2e,2f,2g,2g,2g,2g,2e,2g,2f,2e,2d,2e,2f,2e,2e,2e,,
313,487,1,,&,bh,f,,,24,h,h,2d,h,a,a,a,f,g,g,h,g,f,f,e,c,,
314,488,1,,&,bh,f,,,24,f,f\g,f,a,2c,h\2c,a,f,2c,h\2c,a,g,a,f,f,f,,
315,489,1,,&,bh;be,g,,,C,2d,2d,2c,a,h,g,g,a\h,2c,a,2d,2c[h],h,g,g,g,,489
316,490,1,,&,bh,g,,,C,2d,2d,2c,a,h,g,g,a\h,2c,a,2d,2c[h],h,g,g,g,,490
317,491,1,,&,bh,g,,,C,2d,2d,2c,a,h,g,g,a\h,2c,a,2d,2c[h],h,g,g,g,,491
318,492,1,,&,bh,g,,,C,2d,2d,2c,a,h,g,g,a\h,2c,a,2d,2c[h],h,g,g,g,,492
319,493,1,,&,#f,g,,,24,2d,h,2d,2d,2c[2d],a,a,a,2c,a,a,a,g,g,g,g,,
320,494,1,,&,#f,g,,,24,2d,h,2d,h,h,a,a,a,2c,a,a,g,g,g,g,g,,
321,495,1,,&,#f,g,,,24,h,2d,2d,h,2c,h,a,a,2c[a],2c,a,a,h,a,g,g,,495
322,496,1,,&,#f,g,,,24,h,2d,2d,h,2c,h,a,a,2c[a],2c,a,a,h,a,g,g,,496
323,497,1,,&,#f,g,,,24,2d,2d,2d,2e,2d,h,h,h,2c,a,a,a,g,g,g,g,,
324,498,1,,&,#f,g,,,24,2d,h,h,g,2c,a,a,2c[a],2c[f],a,f[2c],a,a[h],g,g,g,,
325,499,1,,&,,g,,,24,h,2d,h,2c,h,a,a,g,h,2c,a,h,a,g,g,g,,499
326,500,1,,&,,g,,,24,h,2d,h,2c,h,a,a,g,h,2c,a,h,a,g,g,g,,500
327,501,1,,&,,g,,,24,h,2d,h,2c,h,a,a,g,h,2c,a,h,a,g,g,g,,501
328,502,1,,&,#f,g,,,24,h,2d,2c,h,2d,h,a,a,h,2d,2c,a,a,g,g,g,,
